Id,Name,Beer Full Name,Style,Brewery,Description,ABV,Min IBU,Max IBU,Rating,User Rating,User Comment
269,Josephs Brau Winter Brew,Trader Joe's Brewing Company Josephs Brau Winterfest,Bock - Doppelbock,Trader Joe's Brewing Company,Also known as Josephs Brau Winterfest,7.5,17,27,3.62426,,
270,Duck-Rabbator,The Duck-Rabbit Craft Brewery Duck-Rabbit Duck-Rabbator,Bock - Doppelbock,The Duck-Rabbit Craft Brewery,"The Duck-Rabbator Dopplebock is a powerfully malty German-style lager. The malty / grainy flavors so dominate this beer, it's like a whole loaf of bread in every glass! Is it a beverage or is it a meal? It's both.",8.5,17,27,3.971591,,
271,Ettaler Curator Dunkler Doppelbock (US Import Version),Klosterbrauerei Ettal / Ettaler Klosterbetriebe GmbH Ettaler Curator Doppelbock (US Import Version),Bock - Doppelbock,Klosterbrauerei Ettal / Ettaler Klosterbetriebe GmbH,,9.0,17,27,3.891566,,
272,Blonde Doppelbock,Capital Brewery Blonde Doppelbock,Bock - Doppelbock,Capital Brewery,,7.8,17,27,3.895833,,
273,Doppelbock Dunkel,Brauerei Schloss Eggenberg Doppelbock Dunkel,Bock - Doppelbock,Brauerei Schloss Eggenberg,,8.5,17,27,3.713675,,
274,Tucher Bajuvator Doppelbock,Brauerei Tucher Brau Tucher Bajuvator Doppelbock,Bock - Doppelbock,Brauerei Tucher Brau,,7.2,17,27,4.144809,,
275,Dark Heathen Triple Bock,Kuhnhenn Brewing Company Kuhnhenn Dark Heathen Triple Bock,Bock - Doppelbock,Kuhnhenn Brewing Company,"This Triple Bock is dark brown with ruby highlights. It is extremely rich and complex, with flavors of raisin, plum. There is a slight heat from alcohol and has low carbonation. It is full bodied, malty and sweet– you big beer lovers should try this beer.",12.5,17,27,3.869565,,
276,Winter Bock,Gordon Biersch Brewery Restaurant Gordon Biersch Winter Bock,Bock - Doppelbock,Gordon Biersch Brewery Restaurant,"In the 11th century, Belgian monks sustained themselves during winter fasts with beers made from strong, dark flavored malts. These creamy books ensured that the monks would fast frequently.",7.5,17,27,3.747619,,
277,Deep Water Dopplebock,Thomas Creek Brewery Deep Water Dopplebock,Bock - Doppelbock,Thomas Creek Brewery,30 IBU,7.0,17,27,3.376404,,
278,Doppelbock Grande Cuvée Printemps,Les Trois Mousquetaires Doppelbock Grande Cuvée Printemps,Bock - Doppelbock,Les Trois Mousquetaires,"Full-bodied, Bavarian-style lager with a complex malt character suggesting flavors of fresh-baked bread, molasses, chocolate, plums, and oranges. This style was originally created by monks for Lenten fasting and called ""liquid bread"".",8.6,17,27,4.061538,,
279,Lobotomy Bock,Indian Wells Brewing Company Lobotomy Bock,Bock - Doppelbock,Indian Wells Brewing Company,"This is a classic German Dopple Bock. Like all of our beers it is made in strict accordance to the German Reinheitsgebot Purity Law of Brewing, which is water, malt, hops and yeast only! Lobotomy Bock is made from five types of specialty malted barley including Munich, black patent and other premium malts. And finished with two types of hops, Sterling and Perle added at the boil and again at the finish for the perfect flavor balance. Lobotomy Bock is brewed with pure artesian spring water from the historic Indian Wells Spring. Lobotomy Bock is lagered for several weeks then finished to exacting standards.",10.5,17,27,3.153409,,
280,Primátor Double Bock Beer,Pivovar Náchod a.s. Primátor Double Bock Beer,Bock - Doppelbock,Pivovar Náchod a.s.,,10.5,17,27,3.157895,,
281,Icelandic DoppelbockEinstök Ölgerð (Einstök Beer Company),Einstök Ölgerð Icelandic Doppelbock,Bock - Doppelbock,Einstök Ölgerð,"The 2015 version of this limited-edition seasonal is only available through the holiday season, but this winter celebration brew is worth the wait. Malted barley and chocolate tones define the traditional style, while the robust aroma and long, mellow finish make this the perfect companion for holiday adventures. Get it while you can.Munich malt, pilsner malt, crystal malt, chocolate malt, bavarian hops.",6.7,17,27,3.5,,
282,Dopple Bock,Sprecher Brewing Company Dopple Bock,Bock - Doppelbock,Sprecher Brewing Company,,7.85,17,27,3.966981,,
283,St. Nikolaus Bock Bier - Brewer's Reserve,Pennsylvania Brewing Company St. Nikolaus Bock Bier - Brewer's Reserve,Bock - Doppelbock,Pennsylvania Brewing Company,,8.5,17,27,4.291667,,
284,Emancipator Doppelbock,Christian Moerlein Brewing Company Christian Moerlein Doppelbock,Bock - Doppelbock,Christian Moerlein Brewing Company,"Christian Moerlein Doppelbock is brewed in accordance with Germany's Reinheitsgebot Purity Law of 1516. What makes Doppelbock most enjoyable is its rich, full body, which is superbly balanced for smoothness. It will be appreciated for its robust malt and carmel characteristics. Enjoy its smooth, velvety taste and you will agree that it is Quite Simply a Better Doppelbock.",7.0,17,27,3.725,,
285,Winter-Bock,Einbecker Brauhaus AG Einbecker Winter-Bock,Bock - Doppelbock,Einbecker Brauhaus AG,"When it's cool outside, it's time for the dark Einbecker Winter-Bock inside. Selected malts, the finest hops and a special beer yeast provide a true winter treat. With 18.2%, Einbecker Winter-Bock has the highest original wort of all Einbecker beers.",7.5,17,27,3.833333,,
286,Granitbock,Brauerei Hofstetten Krammer GmbH & Co. KG Granitbock,Bock - Doppelbock,Brauerei Hofstetten Krammer GmbH & Co. KG,,7.3,17,27,3.714286,,
287,Double Vision Doppelbock,Grand Teton Brewing Co. Double Vision Doppelbock,Bock - Doppelbock,Grand Teton Brewing Co.,"Our Double Vision Doppelbock is brewed with Idaho 2-Row Pale and German Munich, CaraAroma, CaraMunich and de-husked Carafa malts to an original gravity of 24 Plato (1.096 SG). The malts provide a dark leather color with ruby notes, a luxurious tan head, and a bready aroma with a hint of smoke. It is lightly spiced with Liberty hops, an American version of the noble German Hallertau Mittelfruh, and fermented with lager yeast from a monastery brewery near Munich. In the traditional manner, Double Vision is fermented cold (48 F) and lagered a full 10 weeks for smoothness. At over 8% alcohol by volume, it is a deceptively drinkable springtime warmer.",8.0,17,27,4.224138,,
288,Fireman's Brew Brunette Beer,"Fireman's Brew, Inc. Fireman's Brew Brewnette Beer",Bock - Doppelbock,"Fireman's Brew, Inc.",,8.0,17,27,3.590909,,
289,Schneider Aventinus Eisbock,Weisses Bräuhaus G. Schneider & Sohn GmbH Schneider Aventinus Weizen-Eisbock,Bock - Eisbock,Weisses Bräuhaus G. Schneider & Sohn GmbH,"Aventinus has been known to be the most intense and complex Wheat-Doppelbock in the world. This was the case in the past, but not anymore... Recently, Hans Peter Drexler, Brewmaster at G. Schneider & Sohn, heard some stories about some extra special Aventinus resulting from some partial freezing during a cold winter transport in the 1930's. He decided to recreate this classic ""mistake"" to further concentrate Aventinus in a modern, controlled facility. Thus, the Aventinus Eisbock was reborn. Prost!Georg Schneider VI, 6th Generation Brewer",12.0,25,35,3.91951,,
290,Raspberry Eisbock,Kuhnhenn Brewing Company Kuhnhenn Eisbock,Bock - Eisbock,Kuhnhenn Brewing Company,,15.5,25,35,4.0,,
291,Winter Wonder Lager,Kuhnhenn Brewing Company Kuhnhenn Winter Wonder Lager,Bock - Eisbock,Kuhnhenn Brewing Company,,13.0,25,35,3.697368,,
292,Ramstein Winter Wheat Eisbock,High Point Brewing Company Ramstein Winter Wheat Eisbock,Bock - Eisbock,High Point Brewing Company,,11.5,25,35,4.333333,,
293,Granitbock Ice,Brauerei Hofstetten Krammer GmbH & Co. KG Granitbock Ice,Bock - Eisbock,Brauerei Hofstetten Krammer GmbH & Co. KG,,11.5,25,35,4.0,,
294,Double Ice Bock,Southampton Publick House Double Ice Bock,Bock - Eisbock,Southampton Publick House,"Southampton Double Ice Bock is based off of a traditional German-style Bock beer. This German lager beer is rich and malty and brewed to an alcohol strength of 6-7%. “Ice Bock” is produced when a Bock beer is partially frozen in order to increase it’s alcohol content. In this process, some of the water content turns to ice, effectively strengthening the flavor and alcohol of the beer. We take this process one step further. After the initial freezing, the beer is decanted off the ice and frozen a second time. The resulting beer is a deceptively smooth and amazingly strong lager.",18.0,25,35,4.136364,,
295,Eisbock (Congelator),Micro-Brasserie L'Alchimiste Eisbock (Congelator),Bock - Eisbock,Micro-Brasserie L'Alchimiste,,9.4,25,35,3.645833,,
296,Schorschbock Ice 13,Schorschbräu Schorschbock Ice 13,Bock - Eisbock,Schorschbräu,,13.0,25,35,3.5,,
297,Schorschbock 31%,Schorschbräu Schorschbock 31%,Bock - Eisbock,Schorschbräu,,30.86,25,35,3.5,,
298,La Félix,"Le Bilboquet, Brasseur Artisan La Félix",Bock - Eisbock,"Le Bilboquet, Brasseur Artisan",,11.9,25,35,2.75,,
299,Schorschbock 57%,Schorschbräu Schorschbock 57%,Bock - Eisbock,Schorschbräu,,57.5,25,35,4.0,,
300,Eisbock,Lodi Beer Company Eisbock,Bock - Eisbock,Lodi Beer Company,,12.0,25,35,4.0,,
301,Eis Instigator,Sly Fox Brewing Company Eis Instigator,Bock - Eisbock,Sly Fox Brewing Company,,10.5,25,35,4.25,,
302,Black Ice,Aarhus Bryghus Black Ice,Bock - Eisbock,Aarhus Bryghus,,8.5,25,35,3.5,,
303,Dead Guy Ale,Rogue Ales Dead Guy Ale,Bock - Maibock,Rogue Ales,"An ale inspired by the style of a German Maibock, brewed using our proprietary Pacman yeast, Dead Guy Ale is deep honey in color with a malty aroma, rich hearty flavor and a well balanced finish.9 Ingredients: 2-Row, C15, Munich, Rogue Farms Dare™, Risk™ Malts; Rogue Farms Revolution™ & Independent™ Hops; Free Range Coastal Water & Pacman Yeast.",6.8,20,38,4.044987,,
304,Andygator,Abita Brewing Co. Andygator,Bock - Maibock,Abita Brewing Co.,"Andygator, a creature of the swamp, is a unique high-gravity brew made with pale malt, German lager yeast, and German Perle hops. Unlike other high-gravity brews, Andygator is fermented to a dry finish with a slightly sweet flavor and subtle fruit aroma. Reaching an alcohol strength of 8% by volume, it is a Helles Dopplebock.25 IBU",8.0,20,38,3.478873,,
305,Mardi Gras Bock,Abita Brewing Co. Mardi Gras Bock,Bock - Maibock,Abita Brewing Co.,"Abita Bock is brewed with pale, pilsner, and caramel malts and German Perle hops. Our bock is similar to German maibocks with its rich malt flavor and full body. A perfect choice during Carnival season in New Orleans.25 IBU",6.5,20,38,3.536364,,
306,Hofbräu Maibock (Urbock),Hofbräuhaus München Hofbräu Maibock (Urbock),Bock - Maibock,Hofbräuhaus München,,7.2,20,38,3.920152,,
307,Cabin Fever,New Glarus Brewing Company Cabin Fever,Bock - Maibock,New Glarus Brewing Company,"Cool days draw us close to the warmth of home fires. This is the season to sip away the chill and embrace quiet evenings with friends and family. You hold a Wisconsin Style Honey Bock, easy going and more approachable than its traditional dark German cousin. Bock beers have existed in Wisconsin for over 150 years. This pale bock is brewed with an exclusive blend of Wisconsin two row barley that balances seamlessly with our special European hops. Naturally sweet Clover Honey was added in the kettle accenting warm flavor notes on your tongue. Whether you reminisce the passing summer sun or thrill to squeaky steps through drifting snow one thing is certain about winter in Wisconsin - this too shall pass.",6.0,20,38,3.710744,,
308,John John Dead Guy Ale,Rogue Ales John John Dead Guy Ale,Bock - Maibock,Rogue Ales,"""Dead Guy Ale aged in Dead Guy Whiskey Barrels""Malts: Carastan, Rogue Micro-Barley Farm Dare & Risk malts.Hops: Saaz, Willamette, Rogue Micro-Farm Hop Yard Revolution hops.Yeast & Water: Pacman Yeast & Free Range Coastal Water.16º PLATO40 IBU78 AA16º Lovibond",6.4,20,38,3.806641,,
309,Dundee Pale Bock Lager,Genesee Brewing Co. / Dundee Brewing Co. Dundee Pale Bock Lager,Bock - Maibock,Genesee Brewing Co. / Dundee Brewing Co.,,6.25,20,38,3.51773,,
310,Maibock,Summit Brewing Company Summit Maibock,Bock - Maibock,Summit Brewing Company,This traditional German style earned the nickname “liquid bread” because it was brewed by Paulaner monks in Bavaria to help them get through Lenten fasting. Moravian 37 malts and Czech Saaz hops give it a toasted sweetness with a little spice in the finish. Available in 12-oz. cans and bottles in the Spring.,6.7,20,38,3.672043,,
311,Mai-Ur-Bock,Einbecker Brauhaus AG Einbecker Mai-Ur-Bock,Bock - Maibock,Einbecker Brauhaus AG,"“Ready for May?” In spring, the Einbecker brew-masters brew a particular special beer, the Einbecker Mai-Ur-Bock. This pleasantly-bitter refreshment is only available in the spring – as long as supplies last.",6.5,20,38,3.862705,,
312,Samichlaus Bier Helles,Brauerei Schloss Eggenberg Samichlaus Bier Helles,Bock - Maibock,Brauerei Schloss Eggenberg,,14.0,20,38,3.489362,,
313,Blonde Bock,Gordon Biersch Brewery Restaurant Gordon Biersch Blonde Bock,Bock - Maibock,Gordon Biersch Brewery Restaurant,"A traditional ""Helles"" or pale bock beer, Blonde Bock is a medium hopped beer with a rich, malty flavor. Made popular in the early 1600s, bock beers were originally brewed by monks to minimize hunger pangs during fasting periods. Most bock beers are dark in color. Our Gordon Biersch Blonde Bock is golden with a creamy head.23 IBU",7.0,20,38,3.405229,,
314,Boss Tom's Golden Bock,Boulevard Brewing Co. Boss Tom's Golden Bock,Bock - Maibock,Boulevard Brewing Co.,"Boss Tom’s Golden Bock is our seasonal offering for late spring. The smooth, soft maltiness of this traditional lager is complemented by a noticeable but restrained hop presence. The beer finishes with a lingering dryness and just a hint of caramel. The word “bock” also means “billy goat,” and images of goats are often used as a symbol of the style.22 IBU",6.1,20,38,3.793478,,
315,Maibock,Capital Brewery Maibock,Bock - Maibock,Capital Brewery,"Our spring seasonal is a deep golden lager with a flavorful but smooth presence. When you see our Maibock hit the shelves you know things are about to get better… including the weather!HOPS: Liberty, HallertauMALTS: Brewers, Honey",6.2,20,38,4.034014,,
316,Narragansett Bock,Narragansett Brewing Co. Narragansett Bock,Bock - Maibock,Narragansett Brewing Co.,"Brewed with Light and Dark Munich malts, Pilsner Malt, and Malted Wheat. It is hopped with Northern Brewers and Hallertau hops. Northern Brewers is a clean bittering hop and Hallertau is a classic German aroma hop associated with Bavarian style lager beers.32 IBU",6.5,20,38,4.084906,,
317,Berkshire Maibock Lager,Berkshire Brewing Company Inc. Berkshire Maibock Lager,Bock - Maibock,Berkshire Brewing Company Inc.,,6.5,20,38,3.97541,,
318,Blonde Double MaiBock,Stoudts Brewing Co. Stoudt's Blonde Double MaiBock,Bock - Maibock,Stoudts Brewing Co.,,7.0,20,38,3.817143,,
319,Mai Bock,Sprecher Brewing Company Mai Bock,Bock - Maibock,Sprecher Brewing Company,2004 and 1988 Bronze Medal Winner in the Bock category at the Great American Beer Festival (GABF).,6.0,20,38,3.857798,,
320,Maibock,Gordon Biersch Brewery Restaurant Gordon Biersch Maibock,Bock - Maibock,Gordon Biersch Brewery Restaurant,,7.3,20,38,3.430233,,
321,Hacker-Pschorr Hubertus Bock,Hacker-Pschorr Bräu GmbH Hacker-Pschorr Hubertus Bock,Bock - Maibock,Hacker-Pschorr Bräu GmbH,,6.8,20,38,3.857143,,
322,Bucking Bock,Rahr & Sons Brewing Company Bucking Bock,Bock - Maibock,Rahr & Sons Brewing Company,,7.5,20,38,3.587302,,
323,The Gift (WinterBock Lager),Starr Hill Brewery The Gift (WinterBock Lager),Bock - Maibock,Starr Hill Brewery,,6.5,20,38,3.872549,,
324,Primátor Maibock,Pivovar Náchod a.s. Primátor Maibock,Bock - Maibock,Pivovar Náchod a.s.,,7.5,20,38,3.704225,,
325,Andechser Bergbock Hell,Klosterbrauerei Andechs Andechser Bergbock Hell,Bock - Maibock,Klosterbrauerei Andechs,"With its firm, fine pored head, luminous gold and clear gleaming look, it cannot fail to awaken expectations of pure pleasure.Strong malty nuances and floral hoppiness are imbued with accents of slight fruitiness. Despite its strength, Bergbock is pleasantly mouthcoating, with a powerful, but unobtrusive body. A highly discrete, finely bitter hoppiness transforms into a slight honey sweetness to conclude on a soft, harmonious aftertaste.A harmonious light bock of character that cannot be put down after the first drink.",7.0,20,38,4.09,,
